grader_type,sigma,rbf_score,accuracy,spearman
accuracy_80pct,0.7,84.87322542597862,0.84,0.7011165782884107
accuracy_70pct,0.7,80.80703657694907,0.77,0.7412038313719777
accuracy_60pct,0.7,76.47780609570682,0.72,0.6142689998262942
correlation_70pct,0.7,59.20511480314187,0.4,0.7031797012507873
correlation_60pct,0.7,46.837468808069815,0.31,0.4494341158148843
accuracy_80pct,0.7,86.2642742253589,0.84,0.7284065394886395
accuracy_70pct,0.7,84.01892948966675,0.81,0.705707942646954
accuracy_60pct,0.7,76.10353439672532,0.73,0.54826605113938
correlation_70pct,0.7,55.15794201590447,0.37,0.6406026123587113
correlation_60pct,0.7,54.45677697267887,0.38,0.5911336426745079
accuracy_80pct,0.7,85.6723056114526,0.82,0.7775006009219131
accuracy_70pct,0.7,82.47739512307759,0.78,0.796471153166472
accuracy_60pct,0.7,74.68807626241887,0.67,0.6577751347639661
correlation_70pct,0.7,54.945843616872175,0.36,0.6721430300911234
correlation_60pct,0.7,49.24519208646965,0.32,0.4714242589380353
accuracy_80pct,0.7,89.59085946190913,0.87,0.8497209399539666
accuracy_70pct,0.7,78.47770331195682,0.74,0.6729779288293813
accuracy_60pct,0.7,76.54226949616613,0.71,0.6146838139220809
correlation_70pct,0.7,52.94604902200142,0.34,0.6105435344837555
correlation_60pct,0.7,48.24529478903429,0.31,0.4689345134673481
accuracy_80pct,0.7,88.96808443209113,0.86,0.8659322242191693
accuracy_70pct,0.7,80.80428862969244,0.76,0.7067704615880901
accuracy_60pct,0.7,75.34440565540521,0.68,0.6925335514079374
correlation_70pct,0.7,57.80003676943404,0.41,0.6708881333809131
correlation_60pct,0.7,59.3723775519349,0.43,0.568965188927722
accuracy_80pct,0.7,88.24729163864549,0.86,0.7689731751777892
accuracy_70pct,0.7,79.00256319952643,0.76,0.587907495974725
accuracy_60pct,0.7,76.15111799422121,0.72,0.5404894807813747
correlation_70pct,0.7,58.61314618923557,0.38,0.6622722561964518
correlation_60pct,0.7,52.834104645425484,0.36,0.5003697354490669
accuracy_80pct,0.7,85.93473555523741,0.83,0.7569025840906001
accuracy_70pct,0.7,80.9854779914338,0.78,0.6584755892419832
accuracy_60pct,0.7,74.78812766349601,0.7,0.5588974771312523
correlation_70pct,0.7,51.8845388927426,0.35,0.5785184284025124
correlation_60pct,0.7,56.06542006560471,0.41,0.6072869965104505
accuracy_80pct,0.7,89.60753402211408,0.87,0.8079985430075297
accuracy_70pct,0.7,83.03265094104195,0.79,0.564796110866061
accuracy_60pct,0.7,76.60937822250278,0.71,0.5831699874128972
correlation_70pct,0.7,63.94715817399857,0.49,0.6474797190602813
correlation_60pct,0.7,56.51818439937305,0.38,0.5283689856562317
accuracy_80pct,0.7,89.23030913311747,0.87,0.7995423369147847
accuracy_70pct,0.7,79.117255523359,0.75,0.5896770116706858
accuracy_60pct,0.7,76.60663027524616,0.7,0.6225048082826364
correlation_70pct,0.7,63.60359026954953,0.49,0.6594044471813293
correlation_60pct,0.7,54.096431886645675,0.38,0.47940217752512826
accuracy_80pct,0.7,85.60794483237255,0.83,0.7121921885251494
accuracy_70pct,0.7,81.83488972166029,0.76,0.7208533386861805
accuracy_60pct,0.7,73.52854836953243,0.69,0.5201520958616304
correlation_70pct,0.7,58.4871725783321,0.41,0.602888677901258
correlation_60pct,0.7,53.146866133962796,0.37,0.5015371401419224
accuracy_80pct,0.7,90.621460553877,0.87,0.8718079555675018
accuracy_70pct,0.7,82.16463363454025,0.77,0.8008910116119708
accuracy_60pct,0.7,74.91959716891273,0.69,0.6118267438936924
correlation_70pct,0.7,56.847723069494535,0.39,0.6576867850442145
correlation_60pct,0.7,50.44590649586643,0.36,0.4734523934863493
accuracy_80pct,0.7,89.85328940569396,0.88,0.7935770196385998
accuracy_70pct,0.7,83.39605183846949,0.8,0.7421286045243884
accuracy_60pct,0.7,74.83856182962774,0.7,0.5617424288765359
correlation_70pct,0.7,59.79708341704816,0.42,0.6719044557332733
correlation_60pct,0.7,52.881688242921356,0.35,0.48473051213916213
accuracy_80pct,0.7,89.88674114748306,0.88,0.8448248498598125
accuracy_70pct,0.7,84.73666647171804,0.8,0.7650885816037799
accuracy_60pct,0.7,73.49774195362072,0.7,0.5692664534968038
correlation_70pct,0.7,47.67010335671217,0.29,0.5486401524637976
correlation_60pct,0.7,50.60268652268162,0.32,0.5258727242504878
accuracy_80pct,0.7,87.03265061630042,0.83,0.8647247204672563
accuracy_70pct,0.7,79.11715290197976,0.75,0.660085922201391
accuracy_60pct,0.7,73.03449489787454,0.66,0.6683791070959746
correlation_70pct,0.7,53.91513990352508,0.36,0.6629222071138154
correlation_60pct,0.7,48.820486221356404,0.33,0.4463803123873304
accuracy_80pct,0.7,88.62441390626287,0.86,0.8218998190439153
accuracy_70pct,0.7,80.67536182877387,0.78,0.5950053990416169
accuracy_60pct,0.7,76.8857347792359,0.71,0.6131305553455395
correlation_70pct,0.7,55.22494812086191,0.37,0.5640839697846249
correlation_60pct,0.7,53.60227579360853,0.35,0.5956646146560567
accuracy_80pct,0.7,84.96839262097036,0.82,0.7238620169696142
accuracy_70pct,0.7,76.41354793800602,0.73,0.5683608409502295
accuracy_60pct,0.7,71.62646367415158,0.66,0.48285650790904205
correlation_70pct,0.7,60.014677710593716,0.45,0.6932378718089001
correlation_60pct,0.7,50.75317208989049,0.35,0.4899058468191436
accuracy_80pct,0.7,88.88694647142691,0.87,0.8127955912011782
accuracy_70pct,0.7,85.03275340005044,0.81,0.7296001641776703
accuracy_60pct,0.7,73.03449489787452,0.66,0.6065396769315367
correlation_70pct,0.7,60.38905203095447,0.44,0.6514741626593675
correlation_60pct,0.7,54.83389924029623,0.38,0.6590897770389564
accuracy_80pct,0.7,87.5266014665791,0.86,0.7153074281502573
accuracy_70pct,0.7,78.52803485670933,0.74,0.6726322578891586
accuracy_60pct,0.7,74.23246136001467,0.69,0.5869498954555274
correlation_70pct,0.7,53.89836272194091,0.36,0.5763832110160396
correlation_60pct,0.7,52.54086828572895,0.36,0.5823519461218072
accuracy_80pct,0.7,84.64170451948475,0.82,0.7328467645550591
accuracy_70pct,0.7,81.1814108973098,0.76,0.7175626895455582
accuracy_60pct,0.7,75.5591493803149,0.7,0.5685238876724888
correlation_70pct,0.7,64.25717171527924,0.49,0.6449774947145108
correlation_60pct,0.7,51.53822304103694,0.34,0.46235820740913053
accuracy_80pct,0.7,87.60773942724332,0.85,0.7177244886655219
accuracy_70pct,0.7,78.05299744684355,0.75,0.5089408289741127
accuracy_60pct,0.7,76.11756363105286,0.72,0.5089503375564244
correlation_70pct,0.7,61.011827060772475,0.45,0.525369544446137
correlation_60pct,0.7,62.29093148357683,0.47,0.5100862146722158
accuracy_80pct,0.7,87.09701139538048,0.82,0.8612378060977312
accuracy_70pct,0.7,79.67546453133849,0.77,0.5479130449737026
accuracy_60pct,0.7,74.98406056937202,0.68,0.6453876714993487
correlation_70pct,0.7,54.88148283779211,0.37,0.553455565648269
correlation_60pct,0.7,57.7664824062657,0.41,0.619269765924062
accuracy_80pct,0.7,86.00194690295332,0.83,0.8039346042566965
accuracy_70pct,0.7,78.75680781594657,0.75,0.5774776398605652
accuracy_60pct,0.7,74.91939192615425,0.69,0.5371295181869462
correlation_70pct,0.7,58.06246671321884,0.42,0.6131652347866258
correlation_60pct,0.7,54.864705656207946,0.37,0.5205591436142922
accuracy_80pct,0.7,88.60773934605794,0.86,0.8084552820367183
accuracy_70pct,0.7,78.49458311492023,0.74,0.6532235212861134
accuracy_60pct,0.7,76.90546515083517,0.72,0.634260486995489
correlation_70pct,0.7,59.32754190169566,0.45,0.6213648027693618
correlation_60pct,0.7,54.83389924029623,0.38,0.5053541952519652
accuracy_80pct,0.7,86.96818721584114,0.84,0.7666676140565523
accuracy_70pct,0.7,79.90240909588469,0.74,0.7253243457779573
accuracy_60pct,0.7,73.91959725009811,0.68,0.5437018802223123
correlation_70pct,0.7,58.844769717108676,0.4,0.627064275108661
correlation_60pct,0.7,54.378386959271275,0.4,0.5217282721874642
accuracy_80pct,0.7,86.00194690295334,0.83,0.8285217620384313
accuracy_70pct,0.7,81.75375176099607,0.77,0.6939564822940966
accuracy_60pct,0.7,77.80439149462782,0.73,0.6156876585167385
correlation_70pct,0.7,57.84762036692992,0.4,0.6800112090931285
correlation_60pct,0.7,51.130294357507864,0.35,0.47579748134605215
accuracy_80pct,0.7,90.93432466379355,0.88,0.8881343337946865
accuracy_70pct,0.7,84.0832902687468,0.8,0.7727572779698788
accuracy_60pct,0.7,72.72183603071645,0.65,0.5758579068451106
correlation_70pct,0.7,61.684933635342986,0.46,0.6360203228673239
correlation_60pct,0.7,56.98417940237587,0.43,0.43001686560896385
accuracy_80pct,0.7,86.5432761079694,0.85,0.6797462585788635
accuracy_70pct,0.7,76.84110437175514,0.73,0.646079582893636
accuracy_60pct,0.7,76.95009555831597,0.7,0.6367501503483016
correlation_70pct,0.7,52.540868285728955,0.36,0.5745091631256074
correlation_60pct,0.7,54.14666081001893,0.38,0.5387543459120359
accuracy_80pct,0.7,88.11582213322876,0.87,0.702022529808378
accuracy_70pct,0.7,82.40997853260318,0.78,0.6797428617129954
accuracy_60pct,0.7,74.65716722512792,0.68,0.6397751953514011
correlation_70pct,0.7,59.15753120564598,0.41,0.6988258558226271
correlation_60pct,0.7,55.45667427011424,0.39,0.561086868928132
accuracy_80pct,0.7,87.57418506407498,0.85,0.7680285168599092
accuracy_70pct,0.7,80.39371462028596,0.76,0.6347771899090118
accuracy_60pct,0.7,77.96687265871476,0.71,0.7300951104294797
correlation_70pct,0.7,53.70517776332151,0.39,0.4759501693411533
correlation_60pct,0.7,57.20806815552774,0.39,0.6773795446780987
accuracy_80pct,0.7,84.96839262097039,0.82,0.7848500119347338
accuracy_70pct,0.7,80.1003756392102,0.76,0.7333996831725885
accuracy_60pct,0.7,76.03143884292405,0.68,0.7188400276962114
correlation_70pct,0.7,56.752555874502775,0.41,0.6446523477931478
correlation_60pct,0.7,54.6716233189678,0.4,0.5525472251668457
accuracy_80pct,0.7,88.59085954309452,0.86,0.8101498434650487
accuracy_70pct,0.7,80.4467941122951,0.77,0.7436772497205237
accuracy_60pct,0.7,70.5623082190154,0.66,0.5113148671343174
correlation_70pct,0.7,56.752555874502775,0.41,0.6397431276915416
correlation_60pct,0.7,52.392621598728056,0.37,0.5055759442193768
accuracy_80pct,0.7,86.95141003425697,0.84,0.7936307423004667
accuracy_70pct,0.7,81.32894327450359,0.78,0.6433254367083578
accuracy_60pct,0.7,76.8383564244985,0.72,0.665995110824924
correlation_70pct,0.7,58.358451020172,0.43,0.6150620729676031
correlation_60pct,0.7,52.14696883652741,0.36,0.5429167894767731
accuracy_80pct,0.7,90.21353187034792,0.88,0.8205091165211492
accuracy_70pct,0.7,78.16494182341951,0.73,0.6261765088089559
accuracy_60pct,0.7,72.2157869621805,0.67,0.49167501287887777
correlation_70pct,0.7,56.096226481516425,0.4,0.6034041416225696
correlation_60pct,0.7,53.850779124445026,0.37,0.6032439182018902
accuracy_80pct,0.7,86.54358397210711,0.85,0.7224858903643945
accuracy_70pct,0.7,81.00204993025949,0.78,0.5831482909040119
accuracy_60pct,0.7,77.26306228961175,0.71,0.7235368203206123
correlation_70pct,0.7,58.735573287789364,0.43,0.6260832378132325
correlation_60pct,0.7,48.39852830349979,0.35,0.39532976972256384
accuracy_80pct,0.7,89.294875154956,0.86,0.8461120019682165
accuracy_70pct,0.7,85.31185790404017,0.82,0.6969625462918229
accuracy_60pct,0.7,72.60978903276128,0.67,0.54452948924299
correlation_70pct,0.7,58.48717257833209,0.41,0.6310802126759802
correlation_60pct,0.7,56.39221078846957,0.41,0.5806015644772822
accuracy_80pct,0.7,88.26417144160891,0.86,0.8191240677341931
accuracy_70pct,0.7,78.13413540750777,0.74,0.5807856825102748
accuracy_60pct,0.7,76.98385516424277,0.7,0.6806171843061193
correlation_70pct,0.7,56.59932236003726,0.37,0.6061449852597143
correlation_60pct,0.7,55.56861864669017,0.37,0.5664860138387166
accuracy_80pct,0.7,84.00204968670334,0.81,0.7572636948043698
accuracy_70pct,0.7,78.21527336817202,0.73,0.673430716734374
accuracy_60pct,0.7,74.23235873863543,0.69,0.5978015578453648
correlation_70pct,0.7,55.91218655113921,0.37,0.5926277099253067
correlation_60pct,0.7,44.03360720026047,0.26,0.43024900733288357
accuracy_80pct,0.7,85.03560396868629,0.82,0.8259111438004381
accuracy_70pct,0.7,81.44373821971539,0.77,0.6651849832451201
accuracy_60pct,0.7,78.18151376224519,0.73,0.593129266013141
correlation_70pct,0.7,55.9121865511392,0.37,0.5884703062744856
correlation_60pct,0.7,61.274257004557285,0.46,0.599274393785976
accuracy_80pct,0.7,85.60784221099333,0.83,0.7235570760709157
accuracy_70pct,0.7,78.50850972786854,0.73,0.688468107261165
accuracy_60pct,0.7,76.60948084388203,0.71,0.6975562801167741
correlation_70pct,0.7,60.29113688870606,0.45,0.5856234046359926
correlation_60pct,0.7,58.702018924621015,0.43,0.6350161158787019
accuracy_80pct,0.7,85.26447954930276,0.83,0.7427637721009033
accuracy_70pct,0.7,78.7569104373258,0.75,0.601556081886472
accuracy_60pct,0.7,72.34735908897648,0.66,0.5751115442411883
correlation_70pct,0.7,58.392005383340326,0.43,0.6361714828813148
correlation_60pct,0.7,59.5731946638963,0.46,0.5404536693265309
accuracy_80pct,0.7,88.62441390626286,0.86,0.8550255085940554
accuracy_70pct,0.7,79.47444217661862,0.74,0.6103012658601671
accuracy_60pct,0.7,73.77206487290434,0.66,0.7159404828049495
correlation_70pct,0.7,67.53607073295437,0.53,0.7624961493283863
correlation_60pct,0.7,46.99699678214164,0.28,0.4274288288699428
accuracy_80pct,0.7,89.37601311562021,0.85,0.9190791316989373
accuracy_70pct,0.7,80.14795923670609,0.75,0.7046982328696848
accuracy_60pct,0.7,74.29692476047396,0.68,0.6623427393309727
correlation_70pct,0.7,60.34146843345858,0.45,0.6450525308609933
correlation_60pct,0.7,49.99668867444778,0.31,0.5111097488391764
accuracy_80pct,0.7,85.36229207017192,0.82,0.7829985449897493
accuracy_70pct,0.7,82.10017023408096,0.78,0.7382498542949194
accuracy_60pct,0.7,76.42726930819585,0.72,0.4755900596726943
correlation_70pct,0.7,57.43969168340084,0.41,0.5961045420451597
correlation_60pct,0.7,61.26022777022973,0.47,0.5967941242111977
accuracy_80pct,0.7,86.96828983722038,0.84,0.8250245520071078
accuracy_70pct,0.7,82.80418584594244,0.78,0.7856402427025923
accuracy_60pct,0.7,77.57572115676984,0.72,0.6735377840895048
correlation_70pct,0.7,56.926113082902134,0.37,0.6230790470619539
correlation_60pct,0.7,52.08260805744736,0.37,0.4967425688056885
accuracy_80pct,0.7,88.18303348094469,0.87,0.7907721774409199
accuracy_70pct,0.7,78.19859880796709,0.73,0.6533331890487275
accuracy_60pct,0.7,74.69082420967548,0.68,0.6839870960455873
correlation_70pct,0.7,63.651173867045415,0.48,0.6909103533956843
correlation_60pct,0.7,56.11290104172136,0.4,0.5032946254039691
accuracy_80pct,0.7,86.40987558648243,0.82,0.8512959978334399
accuracy_70pct,0.7,81.55588783904979,0.75,0.7754639103523101
accuracy_60pct,0.7,76.32742314987719,0.69,0.665647942821385
correlation_70pct,0.7,60.40582921253863,0.44,0.6784050114891809
correlation_60pct,0.7,56.87852948540625,0.38,0.5929958676007453
accuracy_80pct,0.7,87.03265061630043,0.83,0.8425419247654314
accuracy_70pct,0.7,85.3929958647044,0.81,0.7595537557568631
accuracy_60pct,0.7,72.65737263025716,0.66,0.5721161574861676
correlation_70pct,0.7,61.04538142394081,0.45,0.7415115589933969
correlation_60pct,0.7,56.425765151637904,0.41,0.5939163196624283
accuracy_80pct,0.7,88.91754764458015,0.86,0.7898077067865495
accuracy_70pct,0.7,82.1002728554602,0.78,0.7676091591703716
accuracy_60pct,0.7,73.23256406257929,0.68,0.49405297678740234
correlation_70pct,0.7,58.48717257833211,0.41,0.5870322833509939
correlation_60pct,0.7,59.685036419092995,0.44,0.5636013733840746
accuracy_80pct,0.7,89.6552202409892,0.86,0.8673608477478922
accuracy_70pct,0.7,78.83815101936926,0.74,0.6821244283210175
accuracy_60pct,0.7,77.592498338354,0.72,0.6638013424291289
correlation_70pct,0.7,59.09317042656594,0.42,0.6037845490720126
correlation_60pct,0.7,56.52093234662968,0.39,0.5320016439830494
accuracy_80pct,0.7,86.28094878556384,0.84,0.7426518805253605
accuracy_70pct,0.7,79.13393008356394,0.75,0.6767075353428019
accuracy_60pct,0.7,74.2322561172562,0.69,0.48475856452685
correlation_70pct,0.7,57.3032353505195,0.37,0.6769146837075858
correlation_60pct,0.7,51.55500022262111,0.34,0.5075930980338642
accuracy_80pct,0.7,85.88715195774154,0.84,0.7351438048138239
accuracy_70pct,0.7,83.13077132604882,0.78,0.7774609577016246
accuracy_60pct,0.7,73.62340770038648,0.67,0.5657741406452704
correlation_70pct,0.7,56.936595804879985,0.44,0.6011496577533244
correlation_60pct,0.7,56.99810601532417,0.42,0.5767662873675865
accuracy_80pct,0.7,88.23041183568209,0.86,0.7371905005731297
accuracy_70pct,0.7,78.43011971446094,0.75,0.6326718907107044
accuracy_60pct,0.7,79.21232009697152,0.73,0.6260727299512968
correlation_70pct,0.7,58.47039539674793,0.41,0.5931278669929678
correlation_60pct,0.7,65.19270823363458,0.51,0.6584488627731997
accuracy_80pct,0.7,86.0187240845375,0.83,0.8038427179799384
accuracy_70pct,0.7,82.7230478852782,0.79,0.6522849479639218
accuracy_60pct,0.7,72.64049282729376,0.66,0.47079852395866945
correlation_70pct,0.7,62.91645446065147,0.49,0.6706827428973327
correlation_60pct,0.7,58.91686527090995,0.45,0.4894938963801689
accuracy_80pct,0.7,88.26406882022967,0.86,0.8184551176458483
accuracy_70pct,0.7,81.75660232963193,0.78,0.7421209732725973
accuracy_60pct,0.7,74.60958362763202,0.69,0.6518170094857259
correlation_70pct,0.7,56.224948039676526,0.38,0.6259064308456688
correlation_60pct,0.7,55.113003744285976,0.39,0.5338778316760395
accuracy_80pct,0.7,88.01577073215164,0.84,0.8515772868549075
accuracy_70pct,0.7,78.77368761890997,0.75,0.6190618618385137
accuracy_60pct,0.7,76.16494198579026,0.71,0.5322178011593025
correlation_70pct,0.7,57.14360475506845,0.4,0.6345522246605296
correlation_60pct,0.7,66.80135132656042,0.54,0.7203430519442273
accuracy_80pct,0.7,87.26417152279429,0.85,0.7702156881623909
accuracy_70pct,0.7,77.52824018065319,0.73,0.6488005730836113
accuracy_60pct,0.7,74.39188671270726,0.66,0.6305676069710555
correlation_70pct,0.7,61.12377143734841,0.43,0.6568574150934386
correlation_60pct,0.7,52.538120338472325,0.35,0.4866627180534018
accuracy_80pct,0.7,90.27779002804874,0.87,0.8436291281611837
accuracy_70pct,0.7,78.4131372901183,0.75,0.5675694507480362
accuracy_60pct,0.7,74.64039004354375,0.68,0.651964254611132
correlation_70pct,0.7,57.456468864985,0.41,0.6601246719031437
correlation_60pct,0.7,52.47375955939227,0.36,0.5245503325466715
accuracy_80pct,0.7,85.06641038459802,0.81,0.8529606015066671
accuracy_70pct,0.7,81.41008123516781,0.77,0.6644957140645376
accuracy_60pct,0.7,80.15070718396271,0.76,0.741199087485462
correlation_70pct,0.7,54.50436057017474,0.37,0.5320655651634295
correlation_60pct,0.7,55.225050742241145,0.37,0.6211812719730767
accuracy_80pct,0.7,84.90413446326956,0.83,0.7285056134658485
accuracy_70pct,0.7,81.03580953618629,0.78,0.6961199757428027
accuracy_60pct,0.7,70.316758078194,0.65,0.5595062447839139
correlation_70pct,0.7,54.12988362843476,0.38,0.5243295796605265
correlation_60pct,0.7,50.867864413723055,0.34,0.47701703445303606
accuracy_80pct,0.7,88.67199750375876,0.85,0.8577360035887185
accuracy_70pct,0.7,83.14754850763299,0.78,0.7439249769393615
accuracy_60pct,0.7,73.65726992769255,0.67,0.654028464543799
correlation_70pct,0.7,61.04538142394081,0.45,0.6919356499983262
correlation_60pct,0.7,47.48606342633495,0.26,0.5059922787329911
accuracy_80pct,0.7,87.26427414417353,0.85,0.7993425239037991
accuracy_70pct,0.7,82.69213884798727,0.8,0.6920381081295425
accuracy_60pct,0.7,74.29967270773058,0.69,0.6579720764246508
correlation_70pct,0.7,63.02565088997078,0.46,0.6541820087237069
correlation_60pct,0.7,55.11310636566522,0.39,0.5358315597774519
accuracy_80pct,0.7,87.24749696258935,0.85,0.7877303276160721
accuracy_70pct,0.7,80.41323974912676,0.77,0.7097443407202068
accuracy_60pct,0.7,73.33047920482768,0.67,0.5654244102059907
correlation_70pct,0.7,53.13008895237863,0.37,0.46814000911694886
correlation_60pct,0.7,46.48261961654988,0.33,0.3584515321579163
accuracy_80pct,0.7,88.95130725050697,0.86,0.8487105105737577
accuracy_70pct,0.7,83.78720334041442,0.79,0.7822591984380796
accuracy_60pct,0.7,75.91949446634811,0.7,0.6515770627300725
correlation_70pct,0.7,64.02554818740616,0.47,0.7332531199048035
correlation_60pct,0.7,54.81712205871206,0.38,0.5591927237976313
accuracy_80pct,0.7,87.68898000928678,0.84,0.8914383148189506
accuracy_70pct,0.7,82.10006761270174,0.78,0.7357590320038673
accuracy_60pct,0.7,75.21283352860925,0.69,0.5595945357043994
correlation_70pct,0.7,58.48717257833209,0.41,0.6773350084762345
correlation_60pct,0.7,56.16048463921724,0.39,0.5999945237451001
accuracy_80pct,0.7,86.93453023129356,0.84,0.7760714627452345
accuracy_70pct,0.7,81.16463371572564,0.76,0.7645860987218626
accuracy_60pct,0.7,77.70647635237944,0.74,0.5536185718458759
correlation_70pct,0.7,56.34462719097369,0.42,0.5835255460149608
correlation_60pct,0.7,48.90162418202064,0.32,0.5376623395996571
accuracy_80pct,0.7,86.28105140694308,0.84,0.7584458572671327
accuracy_70pct,0.7,82.47444193306248,0.77,0.7380478087194132
accuracy_60pct,0.7,75.1988042942817,0.7,0.6154092078215162
correlation_70pct,0.7,59.997900529009556,0.45,0.5996966967070535
correlation_60pct,0.7,47.98286484524948,0.3,0.47389285758908584
accuracy_80pct,0.7,88.2641714416089,0.86,0.8359362488405747
accuracy_70pct,0.7,83.08329034993218,0.79,0.7187629277095555
accuracy_60pct,0.7,70.90567088070596,0.66,0.40572617637706887
correlation_70pct,0.7,61.15457785326011,0.42,0.7224786936467839
correlation_60pct,0.7,55.79749422730664,0.38,0.5204255728535032
accuracy_80pct,0.7,87.95130733169235,0.85,0.7970060888484741
accuracy_70pct,0.7,79.52803477552395,0.75,0.7681902093367556
accuracy_60pct,0.7,72.54237244228686,0.67,0.45684298953918456
correlation_70pct,0.7,58.517978994243805,0.4,0.6293287249677993
correlation_60pct,0.7,57.78325958784987,0.41,0.6071205017298238
accuracy_80pct,0.7,87.24749696258935,0.85,0.8011313418551106
accuracy_70pct,0.7,77.83815110055464,0.73,0.6106626603806407
accuracy_60pct,0.7,75.57592656189908,0.7,0.6338151781363723
correlation_70pct,0.7,57.878426782841636,0.39,0.6008582557980476
correlation_60pct,0.7,56.73577869291861,0.41,0.5181215510180485
accuracy_80pct,0.7,88.83936287393104,0.88,0.8065231761533258
accuracy_70pct,0.7,79.29834226372111,0.77,0.5559159600765093
accuracy_60pct,0.7,72.24944394672806,0.67,0.5612487585051494
correlation_70pct,0.7,58.63765814554096,0.44,0.5733907686275853
correlation_60pct,0.7,48.639194238235824,0.31,0.5547988244222689
accuracy_80pct,0.7,84.96839262097038,0.82,0.7480024124194632
accuracy_70pct,0.7,82.49142435740512,0.77,0.7776096323596466
accuracy_60pct,0.7,76.96707798265861,0.7,0.6701084718585909
correlation_70pct,0.7,55.786212940235735,0.4,0.60757040827513
correlation_60pct,0.7,57.04579223419929,0.41,0.6081292355898701
accuracy_80pct,0.7,88.9176502659594,0.86,0.7602269397144644
accuracy_70pct,0.7,83.21211452947153,0.77,0.8153324830665594
accuracy_60pct,0.7,73.01771771629036,0.66,0.5335803504527167
correlation_70pct,0.7,62.68208298552174,0.46,0.6128289620316112
correlation_60pct,0.7,53.018144575802694,0.39,0.48162468037274625
accuracy_80pct,0.7,86.68898009047216,0.83,0.8257932713415957
accuracy_70pct,0.7,80.14806185808533,0.75,0.7492177592456087
accuracy_60pct,0.7,72.91949470990426,0.67,0.49415124437536134
correlation_70pct,0.7,52.177775252439126,0.35,0.5639508599331401
correlation_60pct,0.7,49.91555071378355,0.32,0.49545305982370397
accuracy_80pct,0.7,88.28094862319307,0.86,0.8434705059472155
accuracy_70pct,0.7,81.55578521767055,0.75,0.6745992469142047
accuracy_60pct,0.7,75.21558147586587,0.7,0.5941158235441202
correlation_70pct,0.7,58.63765814554097,0.44,0.5336085596546912
correlation_60pct,0.7,59.65433262456052,0.45,0.5562448549975458
accuracy_80pct,0.7,85.92070632090989,0.84,0.7334961133062089
accuracy_70pct,0.7,82.52497872057346,0.77,0.8380971344185437
accuracy_60pct,0.7,76.59260104091864,0.71,0.6761907578447571
correlation_70pct,0.7,59.062364010654214,0.43,0.6550703570213386
correlation_60pct,0.7,55.84782577205915,0.38,0.5994484330267679
accuracy_80pct,0.7,88.63854576196964,0.85,0.8415062554678957
accuracy_70pct,0.7,80.9854779914338,0.78,0.5778402653567087
accuracy_60pct,0.7,73.62381818590343,0.67,0.5835512583693926
correlation_70pct,0.7,52.38763477126346,0.32,0.5913451686984711
correlation_60pct,0.7,48.734361433227605,0.29,0.5366800837130203
accuracy_80pct,0.7,88.5097215824303,0.87,0.7716151433437471
accuracy_70pct,0.7,79.9855806939984,0.77,0.6138442932481463
accuracy_60pct,0.7,75.2798396335667,0.69,0.6718563574702289
correlation_70pct,0.7,52.538120338472325,0.35,0.5315728626826762
correlation_60pct,0.7,48.94920777951651,0.31,0.4939217583710774
accuracy_80pct,0.7,87.26417152279429,0.85,0.7803915384369561
accuracy_70pct,0.7,82.11705003704438,0.78,0.7741796848060485
accuracy_60pct,0.7,74.91949454753347,0.69,0.6127921086511325
correlation_70pct,0.7,66.84893492405631,0.53,0.7317428726567748
correlation_60pct,0.7,53.75286398219663,0.38,0.5050699756371317
accuracy_80pct,0.7,84.60794491355794,0.82,0.6704338759729518
accuracy_70pct,0.7,75.21843204450174,0.71,0.629380266718965
accuracy_60pct,0.7,73.40897183961451,0.65,0.6553361224648132
correlation_70pct,0.7,61.30781136772563,0.46,0.6988467000038636
correlation_60pct,0.7,49.83441275311934,0.33,0.40911416788265637
accuracy_80pct,0.7,83.70891594838606,0.81,0.7862121681977652
accuracy_70pct,0.7,82.39625716241336,0.79,0.7364661211285412
accuracy_60pct,0.7,71.29692500403009,0.65,0.4889453284748072
correlation_70pct,0.7,57.783259587849855,0.41,0.6345630794112106
correlation_60pct,0.7,48.96598496110069,0.31,0.5354389864051047
accuracy_80pct,0.7,86.88715187655615,0.85,0.7598658730967301
accuracy_70pct,0.7,78.77368761890997,0.75,0.5986755847967253
accuracy_60pct,0.7,76.34420033146135,0.69,0.7076625618750008
correlation_70pct,0.7,56.16058726059647,0.39,0.5400136952647817
correlation_60pct,0.7,55.127032978613514,0.38,0.49155159328759335
accuracy_80pct,0.7,85.26417168516505,0.83,0.6789821198192912
accuracy_70pct,0.7,85.01597621846626,0.81,0.7205953886156132
accuracy_60pct,0.7,76.8549283633242,0.72,0.5544558942566428
correlation_70pct,0.7,62.32448584674516,0.47,0.7024989524933495
correlation_60pct,0.7,50.421394539561035,0.3,0.548865050168435
accuracy_80pct,0.7,86.01862146315827,0.83,0.8124028168852743
accuracy_70pct,0.7,80.67068286544698,0.73,0.842311073685815
accuracy_60pct,0.7,75.03439211412453,0.68,0.7064802717154113
correlation_70pct,0.7,61.82768442783063,0.43,0.7269055949831579
correlation_60pct,0.7,52.034921838572245,0.38,0.4710593148525487
accuracy_80pct,0.7,85.31481109405527,0.83,0.810296227575876
accuracy_70pct,0.7,78.41334253287677,0.75,0.6551869932786265
