simulation,grader_type,linear_score,accuracy,spearman
475,accuracy_60pct,85.75,0.67,0.524675739350325
475,correlation_70pct,83.25,0.48,0.6021443865447281
475,correlation_60pct,80.75,0.39,0.5923393194254308
476,accuracy_80pct,92.5,0.84,0.7356432442787966
476,accuracy_70pct,87.25,0.75,0.5672713479255348
476,accuracy_60pct,87.5,0.69,0.6607738747055221
476,correlation_70pct,82.25,0.42,0.6993914014735343
476,correlation_60pct,79.5,0.41,0.5243756978556264
477,accuracy_80pct,93.5,0.84,0.8168731777818234
477,accuracy_70pct,90.5,0.77,0.7116756163124055
477,accuracy_60pct,84.75,0.68,0.5448481249835494
477,correlation_70pct,84.0,0.46,0.6882561329615466
477,correlation_60pct,75.0,0.24,0.4857849036611841
478,accuracy_80pct,92.25,0.84,0.7332563627344751
478,accuracy_70pct,89.5,0.77,0.6757314223519411
478,accuracy_60pct,84.25,0.67,0.48376341387657146
478,correlation_70pct,80.0,0.34,0.5997725767712119
478,correlation_60pct,78.25,0.36,0.48353481128972114
479,accuracy_80pct,94.75,0.86,0.8276502257937972
479,accuracy_70pct,94.0,0.81,0.8536042950353224
479,accuracy_60pct,87.75,0.67,0.665106184728998
479,correlation_70pct,81.5,0.42,0.5813059695977899
479,correlation_60pct,79.5,0.41,0.5183013643067191
480,accuracy_80pct,94.75,0.84,0.823173196947434
480,accuracy_70pct,91.5,0.78,0.7558926686735654
480,accuracy_60pct,87.0,0.68,0.5051389432186474
480,correlation_70pct,84.25,0.47,0.7322501696814864
480,correlation_60pct,81.5,0.4,0.5612520480661697
481,accuracy_80pct,93.5,0.83,0.8335008421745692
481,accuracy_70pct,91.0,0.78,0.7455027760564436
481,accuracy_60pct,84.0,0.68,0.5009542802203414
481,correlation_70pct,79.0,0.37,0.5254525697499488
481,correlation_60pct,81.75,0.45,0.6135122937249403
482,accuracy_80pct,91.5,0.85,0.6865723307707013
482,accuracy_70pct,90.0,0.76,0.6580024297279944
482,accuracy_60pct,90.0,0.75,0.694232576626225
482,correlation_70pct,84.25,0.44,0.6950668783354429
482,correlation_60pct,81.0,0.43,0.5952918396955824
483,accuracy_80pct,93.5,0.84,0.8181363166960082
483,accuracy_70pct,89.75,0.76,0.6919049078011817
483,accuracy_60pct,88.75,0.71,0.7592382921146293
483,correlation_70pct,83.25,0.48,0.6486802782799402
483,correlation_60pct,80.5,0.41,0.6234282404756908
484,accuracy_80pct,93.75,0.86,0.8083001699394977
484,accuracy_70pct,90.25,0.79,0.6844857040751741
484,accuracy_60pct,90.0,0.74,0.71898031965413
484,correlation_70pct,84.25,0.47,0.7022501757095216
484,correlation_60pct,81.0,0.39,0.5696408342815791
485,accuracy_80pct,93.75,0.88,0.7905799046364311
485,accuracy_70pct,89.0,0.77,0.6590863992306814
485,accuracy_60pct,86.25,0.71,0.5820640539443445
485,correlation_70pct,81.5,0.4,0.5950605397453975
485,correlation_60pct,82.25,0.45,0.5836963971054534
486,accuracy_80pct,94.0,0.86,0.8407717107738228
486,accuracy_70pct,91.75,0.79,0.8029430039517415
486,accuracy_60pct,86.5,0.67,0.6173534945759293
486,correlation_70pct,83.25,0.48,0.6404823848322442
486,correlation_60pct,79.25,0.39,0.5172987599100284
487,accuracy_80pct,93.75,0.87,0.7937521347478378
487,accuracy_70pct,90.75,0.76,0.7070670809850147
487,accuracy_60pct,86.5,0.68,0.6111755356469493
487,correlation_70pct,81.75,0.4,0.6293884716673969
487,correlation_60pct,81.25,0.37,0.6206259600232704
488,accuracy_80pct,93.5,0.83,0.8007863508174392
488,accuracy_70pct,89.25,0.75,0.6372616940289118
488,accuracy_60pct,89.5,0.74,0.6883939098666099
488,correlation_70pct,80.5,0.4,0.5235679016335566
488,correlation_60pct,74.75,0.27,0.3503055821731071
489,accuracy_80pct,93.75,0.87,0.8210373422884225
489,accuracy_70pct,91.0,0.8,0.6971316273356115
489,accuracy_60pct,84.5,0.67,0.47306015572900667
489,correlation_70pct,82.0,0.45,0.5896536257713759
489,correlation_60pct,80.25,0.38,0.5614620084001175
490,accuracy_80pct,95.0,0.86,0.8007017454550158
490,accuracy_70pct,90.0,0.76,0.6756899252592281
490,accuracy_60pct,89.25,0.72,0.621576722397623
490,correlation_70pct,81.25,0.42,0.5413980178924569
490,correlation_60pct,81.75,0.44,0.47667134918363646
491,accuracy_80pct,92.0,0.82,0.733659702251941
491,accuracy_70pct,89.75,0.77,0.6787394867907961
491,accuracy_60pct,87.5,0.67,0.660262574103281
491,correlation_70pct,83.25,0.47,0.705112008412581
491,correlation_60pct,79.5,0.38,0.5520833859914085
492,accuracy_80pct,93.5,0.86,0.7926120826458837
492,accuracy_70pct,91.0,0.8,0.7506079997300431
492,accuracy_60pct,85.5,0.67,0.5466018626691438
492,correlation_70pct,79.25,0.33,0.5628643209630221
492,correlation_60pct,79.25,0.33,0.5803238722405929
493,accuracy_80pct,95.5,0.87,0.8842045882812946
493,accuracy_70pct,90.5,0.78,0.6558776777256939
493,accuracy_60pct,88.0,0.68,0.6100582989111084
493,correlation_70pct,82.75,0.41,0.6708883875433944
493,correlation_60pct,77.25,0.3,0.5319935738298461
494,accuracy_80pct,92.0,0.81,0.7999164805551796
494,accuracy_70pct,89.5,0.76,0.6895535280803076
494,accuracy_60pct,88.0,0.69,0.6942426154338294
494,correlation_70pct,80.25,0.38,0.6326433134117859
494,correlation_60pct,79.25,0.38,0.5927352487373169
495,accuracy_80pct,94.75,0.87,0.8244533828477576
495,accuracy_70pct,93.25,0.8,0.811027504578134
495,accuracy_60pct,86.0,0.7,0.511525577356454
495,correlation_70pct,81.75,0.39,0.5970771704082525
495,correlation_60pct,80.75,0.36,0.5446977236628529
496,accuracy_80pct,94.25,0.84,0.8352622137369923
496,accuracy_70pct,88.0,0.77,0.5332537858286094
496,accuracy_60pct,84.75,0.72,0.4024275144137761
496,correlation_70pct,84.5,0.47,0.668568144057047
496,correlation_60pct,77.25,0.32,0.4661076093236214
497,accuracy_80pct,91.5,0.8,0.7660449343908716
497,accuracy_70pct,91.0,0.78,0.7117628930640706
497,accuracy_60pct,86.75,0.72,0.5609512982780515
497,correlation_70pct,82.0,0.41,0.6831983514621564
497,correlation_60pct,80.0,0.34,0.53791231167659
498,accuracy_80pct,94.5,0.84,0.8566065339145812
498,accuracy_70pct,91.25,0.78,0.7174503096175323
498,accuracy_60pct,88.0,0.73,0.6685629496147852
498,correlation_70pct,85.0,0.51,0.6583311347470949
498,correlation_60pct,80.25,0.39,0.5600899917781956
499,accuracy_80pct,93.5,0.86,0.811907349785956
499,accuracy_70pct,90.5,0.77,0.7496895688670527
499,accuracy_60pct,85.75,0.67,0.6084867115821238
499,correlation_70pct,80.5,0.4,0.589273672541865
499,correlation_60pct,77.0,0.3,0.433415462539588
500,accuracy_80pct,94.0,0.87,0.7661580507474369
500,accuracy_70pct,91.75,0.79,0.6891936132161756
500,accuracy_60pct,88.0,0.7,0.5773121721654162
500,correlation_70pct,85.25,0.49,0.7101565875368306
500,correlation_60pct,74.0,0.27,0.3842960458297349
501,accuracy_80pct,92.5,0.83,0.7368687539963847
501,accuracy_70pct,93.25,0.82,0.7722869558814325
501,accuracy_60pct,87.25,0.69,0.5986216874405976
501,correlation_70pct,79.75,0.37,0.6466018239809833
501,correlation_60pct,81.5,0.43,0.5684648193216643
502,accuracy_80pct,93.75,0.83,0.8490152043254989
502,accuracy_70pct,90.25,0.76,0.6549374682356852
502,accuracy_60pct,86.5,0.68,0.6167303350730802
502,correlation_70pct,82.0,0.42,0.646420477806532
502,correlation_60pct,80.5,0.37,0.5045862586867275
503,accuracy_80pct,94.25,0.83,0.818575311168578
503,accuracy_70pct,93.0,0.8,0.7758618680558713
503,accuracy_60pct,89.0,0.73,0.6503416828067149
503,correlation_70pct,82.5,0.38,0.6621610817430852
503,correlation_60pct,78.0,0.35,0.41397423109508014
504,accuracy_80pct,93.25,0.82,0.8266956916943236
504,accuracy_70pct,89.25,0.72,0.7146872192514565
504,accuracy_60pct,88.0,0.68,0.6896622370243184
504,correlation_70pct,80.5,0.42,0.5863584783514321
504,correlation_60pct,76.75,0.27,0.5895838118619852
505,accuracy_80pct,94.75,0.85,0.8436702426957607
505,accuracy_70pct,91.75,0.82,0.7324540769198419
505,accuracy_60pct,88.0,0.69,0.7234090803086659
505,correlation_70pct,81.0,0.43,0.5742933050650464
505,correlation_60pct,77.25,0.35,0.4078655174819069
506,accuracy_80pct,93.25,0.85,0.8157166109790531
506,accuracy_70pct,87.5,0.72,0.6639359113209028
506,accuracy_60pct,84.75,0.68,0.5416575706019727
506,correlation_70pct,80.5,0.42,0.6224510534032884
506,correlation_60pct,82.25,0.44,0.678651831010992
507,accuracy_80pct,92.25,0.84,0.7143514718535353
507,accuracy_70pct,91.0,0.79,0.7374132917129228
507,accuracy_60pct,86.25,0.68,0.5301707136565481
507,correlation_70pct,81.75,0.4,0.6184751208658089
507,correlation_60pct,78.0,0.3,0.5089503705810271
508,accuracy_80pct,93.75,0.86,0.8151997413704672
508,accuracy_70pct,87.75,0.78,0.5843095626261301
508,accuracy_60pct,87.0,0.7,0.6383899653413608
508,correlation_70pct,82.0,0.47,0.6335042319918291
508,correlation_60pct,79.0,0.36,0.5303332498986105
509,accuracy_80pct,92.5,0.82,0.7071846532369203
509,accuracy_70pct,88.25,0.76,0.600116551390679
509,accuracy_60pct,85.25,0.66,0.5464648714678925
509,correlation_70pct,84.75,0.51,0.6613599593614113
509,correlation_60pct,79.75,0.34,0.5025737193509382
510,accuracy_80pct,93.5,0.84,0.8199989736833062
510,accuracy_70pct,89.0,0.77,0.6316147078092728
510,accuracy_60pct,90.0,0.79,0.6811736217900978
510,correlation_70pct,82.5,0.41,0.6241287980446094
510,correlation_60pct,79.25,0.34,0.5217882350011342
511,accuracy_80pct,93.5,0.86,0.7691202490922175
511,accuracy_70pct,91.5,0.79,0.7254669842391228
511,accuracy_60pct,87.0,0.72,0.5353691123887567
511,correlation_70pct,83.5,0.43,0.6869294242888471
511,correlation_60pct,82.75,0.42,0.6446902521019369
512,accuracy_80pct,94.25,0.86,0.8144943986212804
512,accuracy_70pct,90.5,0.74,0.7510333018583927
512,accuracy_60pct,87.5,0.72,0.5799377455032642
512,correlation_70pct,79.5,0.35,0.5418880477613446
512,correlation_60pct,83.5,0.45,0.6457917854179094
513,accuracy_80pct,93.25,0.82,0.8295513262785945
513,accuracy_70pct,87.5,0.73,0.6099627556449132
513,accuracy_60pct,86.25,0.72,0.6054061900904716
513,correlation_70pct,82.75,0.45,0.6684568549053536
513,correlation_60pct,77.0,0.32,0.4434937803538382
514,accuracy_80pct,93.5,0.82,0.8112134932874501
514,accuracy_70pct,92.5,0.81,0.7838099551246637
514,accuracy_60pct,88.0,0.68,0.660818575878537
514,correlation_70pct,82.25,0.42,0.6126343409021913
514,correlation_60pct,77.0,0.29,0.48430022814706847
515,accuracy_80pct,93.5,0.82,0.8274705190358974
515,accuracy_70pct,90.5,0.79,0.6738690377317125
515,accuracy_60pct,88.25,0.67,0.6484205538804746
515,correlation_70pct,80.5,0.41,0.5724562481988036
515,correlation_60pct,81.0,0.4,0.5399023534560895
516,accuracy_80pct,93.25,0.85,0.7590884212963428
516,accuracy_70pct,90.75,0.79,0.6426160538661086
516,accuracy_60pct,87.25,0.73,0.533987062213166
516,correlation_70pct,81.75,0.44,0.6485710313119123
516,correlation_60pct,78.0,0.34,0.47615728686014935
517,accuracy_80pct,94.5,0.85,0.8680092611561769
517,accuracy_70pct,92.0,0.81,0.7638969678406259
517,accuracy_60pct,85.75,0.68,0.5297651869950192
517,correlation_70pct,81.25,0.36,0.6560815576172222
517,correlation_60pct,79.5,0.38,0.5303788516544541
518,accuracy_80pct,94.25,0.85,0.837434506049196
518,accuracy_70pct,93.0,0.82,0.7882525014462324
518,accuracy_60pct,85.75,0.65,0.5207940098798686
518,correlation_70pct,80.5,0.34,0.5810179775296096
518,correlation_60pct,82.0,0.4,0.6129408030377947
519,accuracy_80pct,95.0,0.86,0.844747422352857
519,accuracy_70pct,92.75,0.79,0.7762915839865334
519,accuracy_60pct,88.0,0.71,0.5930129803533153
519,correlation_70pct,83.75,0.47,0.6526345443134004
519,correlation_60pct,81.75,0.41,0.6527770086347048
520,accuracy_80pct,93.5,0.85,0.7884356692661507
520,accuracy_70pct,93.0,0.84,0.7851621999521651
520,accuracy_60pct,87.0,0.7,0.5728817241879516
520,correlation_70pct,82.0,0.41,0.5549350949758878
520,correlation_60pct,77.0,0.31,0.42418319929307086
521,accuracy_80pct,94.0,0.83,0.8457863259011857
521,accuracy_70pct,91.0,0.77,0.7718394359878332
521,accuracy_60pct,86.75,0.71,0.6175763030607531
521,correlation_70pct,82.75,0.41,0.6938945730024845
521,correlation_60pct,78.25,0.32,0.5773358506033639
522,accuracy_80pct,94.75,0.85,0.877565941635765
522,accuracy_70pct,92.25,0.81,0.7782725543664741
522,accuracy_60pct,85.75,0.66,0.5657215970933526
522,correlation_70pct,80.0,0.37,0.5585259612787205
522,correlation_60pct,74.75,0.29,0.3856448589610625
523,accuracy_80pct,94.75,0.87,0.8449003868556
523,accuracy_70pct,89.0,0.73,0.656079673090131
523,accuracy_60pct,87.0,0.69,0.633562699088992
523,correlation_70pct,85.5,0.5,0.7007805936876015
523,correlation_60pct,79.75,0.34,0.5617244323055648
524,accuracy_80pct,94.0,0.85,0.8235742105050037
524,accuracy_70pct,90.25,0.77,0.67437629263349
524,accuracy_60pct,86.25,0.71,0.5228994329155967
524,correlation_70pct,82.25,0.44,0.6112081800811976
524,correlation_60pct,78.25,0.33,0.4391724836157191
525,accuracy_80pct,95.0,0.89,0.8523803183293741
525,accuracy_70pct,89.25,0.74,0.6877536344080194
525,accuracy_60pct,87.25,0.7,0.6390069515077137
525,correlation_70pct,82.5,0.48,0.6225426092753382
525,correlation_60pct,77.75,0.32,0.5691131217169965
526,accuracy_80pct,94.5,0.86,0.8329100576314268
526,accuracy_70pct,90.75,0.78,0.7200257804852789
526,accuracy_60pct,86.25,0.7,0.5324198677097806
526,correlation_70pct,80.5,0.34,0.5832260577252653
526,correlation_60pct,77.75,0.35,0.5018809397766362
527,accuracy_80pct,93.5,0.84,0.8410430549528011
527,accuracy_70pct,91.0,0.78,0.7666053870367882
527,accuracy_60pct,88.0,0.69,0.6812013873003163
527,correlation_70pct,80.5,0.4,0.5781452332705819
527,correlation_60pct,76.5,0.3,0.4286994755790963
528,accuracy_80pct,91.5,0.83,0.7387549386800407
528,accuracy_70pct,90.0,0.81,0.6804348192603973
528,accuracy_60pct,84.0,0.66,0.5567687482899264
528,correlation_70pct,77.25,0.29,0.5919880993107204
528,correlation_60pct,80.0,0.37,0.5999942320726371
529,accuracy_80pct,91.75,0.83,0.7111227557193777
529,accuracy_70pct,94.25,0.85,0.830933964782764
529,accuracy_60pct,85.75,0.73,0.45206414136590944
529,correlation_70pct,83.0,0.45,0.6503868070516367
529,correlation_60pct,81.75,0.44,0.5752268539943002
530,accuracy_80pct,92.25,0.82,0.7720037759257304
530,accuracy_70pct,88.0,0.77,0.6010512624926139
530,accuracy_60pct,88.0,0.73,0.6201495491680149
530,correlation_70pct,82.0,0.4,0.6886048794766351
530,correlation_60pct,79.25,0.33,0.5935428819620527
531,accuracy_80pct,93.5,0.83,0.8104221753286933
531,accuracy_70pct,91.5,0.79,0.7810901011062488
531,accuracy_60pct,88.0,0.73,0.5909000398374818
531,correlation_70pct,81.0,0.41,0.6282734149984113
531,correlation_60pct,79.25,0.38,0.46851354183684035
532,accuracy_80pct,93.25,0.84,0.7819862155438616
532,accuracy_70pct,89.25,0.74,0.684362936485784
532,accuracy_60pct,88.25,0.73,0.5891122815693806
532,correlation_70pct,84.75,0.49,0.6897510338577835
532,correlation_60pct,80.25,0.4,0.5132666669239725
533,accuracy_80pct,93.0,0.85,0.7524779853769081
533,accuracy_70pct,90.75,0.78,0.7191771497199663
533,accuracy_60pct,85.75,0.66,0.5643180579449153
533,correlation_70pct,81.25,0.44,0.5906319294528923
533,correlation_60pct,78.75,0.38,0.500815827816082
534,accuracy_80pct,93.75,0.83,0.8274970531383792
534,accuracy_70pct,87.5,0.74,0.5692905841252953
534,accuracy_60pct,87.25,0.68,0.565212313599814
534,correlation_70pct,84.0,0.43,0.6902661397935379
534,correlation_60pct,77.75,0.33,0.45487326894986835
535,accuracy_80pct,93.0,0.84,0.7528623786636245
535,accuracy_70pct,90.25,0.76,0.7114141426575725
535,accuracy_60pct,87.75,0.71,0.5846535870683872
535,correlation_70pct,81.5,0.43,0.5080426797090689
535,correlation_60pct,79.0,0.32,0.5839772768065783
536,accuracy_80pct,94.25,0.85,0.8369925379144282
536,accuracy_70pct,88.25,0.74,0.6711893530417979
536,accuracy_60pct,88.75,0.74,0.6979117636228802
536,correlation_70pct,79.5,0.38,0.5963409567463348
536,correlation_60pct,75.0,0.26,0.4327640502675931
537,accuracy_80pct,94.25,0.86,0.8102680323309397
537,accuracy_70pct,90.75,0.76,0.6941025738641867
537,accuracy_60pct,84.5,0.64,0.571302667642776
537,correlation_70pct,82.0,0.44,0.6779525289889434
537,correlation_60pct,81.0,0.4,0.6137437587603275
538,accuracy_80pct,93.75,0.85,0.8065099553968846
538,accuracy_70pct,92.25,0.81,0.756569401898637
538,accuracy_60pct,85.75,0.66,0.5756274213521073
538,correlation_70pct,82.0,0.4,0.6207659660831457
538,correlation_60pct,77.25,0.36,0.4514362324257976
539,accuracy_80pct,94.25,0.87,0.8422570858579639
539,accuracy_70pct,91.0,0.78,0.743447832234207
539,accuracy_60pct,89.5,0.7,0.7401906607124169
539,correlation_70pct,81.75,0.4,0.6583348319434967
539,correlation_60pct,81.0,0.4,0.572834330118248
540,accuracy_80pct,95.25,0.88,0.8659296647394308
540,accuracy_70pct,89.25,0.76,0.6468655349055811
540,accuracy_60pct,85.75,0.66,0.5726255641710605
540,correlation_70pct,85.75,0.54,0.7019528593367383
540,correlation_60pct,77.0,0.27,0.5476149511639542
541,accuracy_80pct,92.25,0.84,0.7764739943331801
541,accuracy_70pct,88.0,0.75,0.6519888549177024
541,accuracy_60pct,87.0,0.72,0.6501663823245284
541,correlation_70pct,82.0,0.4,0.6589972694328097
541,correlation_60pct,72.5,0.21,0.36909048001509787
542,accuracy_80pct,93.5,0.85,0.7919514095876362
542,accuracy_70pct,91.75,0.77,0.7577904774744428
542,accuracy_60pct,88.25,0.68,0.6793616547532443
542,correlation_70pct,81.75,0.38,0.6394807314106573
542,correlation_60pct,77.75,0.31,0.4840908335924787
543,accuracy_80pct,93.25,0.86,0.797777675952797
543,accuracy_70pct,89.25,0.76,0.6551147947486978
543,accuracy_60pct,87.75,0.74,0.5753807565785642
543,correlation_70pct,82.5,0.42,0.6602183916642549
543,correlation_60pct,78.25,0.33,0.4920215453094006
544,accuracy_80pct,95.75,0.87,0.91906671193522
544,accuracy_70pct,90.0,0.76,0.7641331014519762
544,accuracy_60pct,87.25,0.69,0.6680174748173741
544,correlation_70pct,83.25,0.44,0.7209792443981967
544,correlation_60pct,75.25,0.32,0.4652621106985254
545,accuracy_80pct,95.5,0.86,0.9069843979338749
545,accuracy_70pct,89.75,0.77,0.7328593093895281
545,accuracy_60pct,85.25,0.68,0.46909958827840054
545,correlation_70pct,81.25,0.36,0.669163213645714
545,correlation_60pct,81.0,0.37,0.6211705502176875
546,accuracy_80pct,92.25,0.83,0.8240000526238707
546,accuracy_70pct,88.0,0.75,0.6958505353377289
546,accuracy_60pct,83.0,0.63,0.5112031350166949
546,correlation_70pct,77.0,0.35,0.5485575203737133
546,correlation_60pct,76.0,0.34,0.44566718726815485
547,accuracy_80pct,94.75,0.87,0.8485508150973529
547,accuracy_70pct,88.0,0.77,0.6402268481090778
547,accuracy_60pct,87.25,0.7,0.6776128221760902
547,correlation_70pct,79.75,0.35,0.6188234190683259
547,correlation_60pct,77.5,0.32,0.5153831910953665
548,accuracy_80pct,92.5,0.84,0.7820565697719283
548,accuracy_70pct,89.25,0.77,0.7197052230162786
548,accuracy_60pct,83.5,0.63,0.5354581901320291
548,correlation_70pct,77.5,0.35,0.5693619709733201
548,correlation_60pct,80.5,0.4,0.6198203366450272
549,accuracy_80pct,92.75,0.84,0.7511074543235566
549,accuracy_70pct,91.0,0.77,0.7410099933904303
549,accuracy_60pct,87.25,0.7,0.5744999261095816
549,correlation_70pct,83.25,0.42,0.6545565081413695
549,correlation_60pct,80.0,0.35,0.5997536489216166
550,accuracy_80pct,94.25,0.85,0.858158707189971
550,accuracy_70pct,90.0,0.77,0.7069330898547191
550,accuracy_60pct,86.0,0.65,0.6376695774344994
550,correlation_70pct,82.5,0.41,0.6330516198619335
550,correlation_60pct,77.75,0.29,0.5508747226368133
551,accuracy_80pct,95.5,0.86,0.8935060360899604
551,accuracy_70pct,91.5,0.78,0.7446215040320179
551,accuracy_60pct,85.75,0.7,0.49470848983250704
551,correlation_70pct,78.5,0.33,0.4878824239498554
551,correlation_60pct,78.5,0.34,0.5497007418354979
552,accuracy_80pct,93.5,0.83,0.8025320586614823
552,accuracy_70pct,90.25,0.77,0.6902137334176274
552,accuracy_60pct,87.0,0.7,0.5863536693120383
552,correlation_70pct,81.75,0.42,0.614482079580683
552,correlation_60pct,79.5,0.36,0.5357071125364451
553,accuracy_80pct,95.0,0.87,0.8150467994478547
553,accuracy_70pct,91.5,0.77,0.7140784366512929
553,accuracy_60pct,86.5,0.71,0.4548108359126864
553,correlation_70pct,83.25,0.41,0.6421375574321495
553,correlation_60pct,82.25,0.39,0.634996968811632
554,accuracy_80pct,93.25,0.83,0.7893879567869306
554,accuracy_70pct,89.25,0.76,0.6219494418557473
554,accuracy_60pct,84.5,0.65,0.4740522575026753
554,correlation_70pct,83.75,0.43,0.6711194323327839
554,correlation_60pct,79.75,0.39,0.5321699803053391
555,accuracy_80pct,92.75,0.85,0.7888782671624612
555,accuracy_70pct,89.0,0.78,0.696022877359022
555,accuracy_60pct,87.75,0.73,0.644472482648309
555,correlation_70pct,84.5,0.52,0.7059793882723412
555,correlation_60pct,79.75,0.37,0.6131654182288924
556,accuracy_80pct,92.0,0.83,0.7631201280954057
556,accuracy_70pct,87.75,0.73,0.633030208960345
556,accuracy_60pct,84.5,0.7,0.5046432223368909
556,correlation_70pct,80.25,0.34,0.6838837860450389
556,correlation_60pct,74.5,0.29,0.44872415426279816
557,accuracy_80pct,94.75,0.89,0.8200365755713633
557,accuracy_70pct,91.0,0.76,0.7329177151584958
557,accuracy_60pct,86.25,0.68,0.48776368893890926
557,correlation_70pct,84.5,0.45,0.6543525643809844
557,correlation_60pct,76.5,0.27,0.4180382747348506
558,accuracy_80pct,93.5,0.83,0.7374328799410563
558,accuracy_70pct,87.75,0.73,0.5965579075875017
558,accuracy_60pct,89.5,0.75,0.6686294205075937
558,correlation_70pct,82.75,0.45,0.6684021765984736
558,correlation_60pct,80.0,0.36,0.5490682155427757
559,accuracy_80pct,94.25,0.86,0.8444518939230363
559,accuracy_70pct,90.25,0.78,0.6819916707748885
559,accuracy_60pct,88.25,0.72,0.6482888869461864
559,correlation_70pct,85.0,0.47,0.6523502396468204
559,correlation_60pct,80.5,0.36,0.5353619442026126
560,accuracy_80pct,94.0,0.85,0.8634632963956841
560,accuracy_70pct,90.0,0.77,0.681269445175479
560,accuracy_60pct,87.25,0.72,0.5813290004900679
560,correlation_70pct,84.5,0.47,0.6756968276702464
560,correlation_60pct,80.75,0.41,0.5633659194040689
561,accuracy_80pct,94.25,0.84,0.8576415487650837
561,accuracy_70pct,92.25,0.8,0.791556669841299
561,accuracy_60pct,88.25,0.74,0.635822810478746
561,correlation_70pct,80.75,0.4,0.6838892613511088
561,correlation_60pct,81.25,0.37,0.6486342718838145
562,accuracy_80pct,94.75,0.85,0.8734631432204987
562,accuracy_70pct,91.25,0.77,0.7292859484328628
562,accuracy_60pct,88.75,0.74,0.6018244782415998
562,correlation_70pct,81.25,0.39,0.5879150961210265
562,correlation_60pct,79.0,0.37,0.485801941026317
563,accuracy_80pct,93.5,0.83,0.85269790959731
563,accuracy_70pct,90.0,0.76,0.7054105516365263
563,accuracy_60pct,87.75,0.72,0.6449299874483
563,correlation_70pct,82.5,0.39,0.7226376265467981
563,correlation_60pct,76.75,0.29,0.5309808916645308
564,accuracy_80pct,93.25,0.85,0.7751443395991662
564,accuracy_70pct,89.25,0.75,0.6864287078839434
564,accuracy_60pct,85.0,0.68,0.5648264080927081
564,correlation_70pct,78.25,0.33,0.48837143385701687
564,correlation_60pct,83.25,0.42,0.712699759375219
565,accuracy_80pct,93.75,0.82,0.83285205995224
565,accuracy_70pct,89.0,0.75,0.6439883452022241
565,accuracy_60pct,84.75,0.7,0.4938628351456285
565,correlation_70pct,83.25,0.44,0.6783050958469841
565,correlation_60pct,76.5,0.32,0.41338275782054723
566,accuracy_80pct,92.75,0.84,0.7501149831505313
566,accuracy_70pct,90.0,0.78,0.6817005210746957
566,accuracy_60pct,88.5,0.7,0.6707975379591546
566,correlation_70pct,83.25,0.46,0.631558435158375
566,correlation_60pct,82.0,0.45,0.5576246869309379
567,accuracy_80pct,92.0,0.83,0.7563645547040945
567,accuracy_70pct,91.75,0.78,0.8062056260310856
567,accuracy_60pct,88.25,0.69,0.7200576155084473
567,correlation_70pct,80.5,0.38,0.6059270002455127
567,correlation_60pct,79.75,0.36,0.5883642916412418
568,accuracy_80pct,92.5,0.85,0.754153647939416
568,accuracy_70pct,92.0,0.81,0.7625998362428353
568,accuracy_60pct,85.75,0.67,0.5994106551230096
568,correlation_70pct,77.75,0.32,0.5416341074765387
568,correlation_60pct,75.75,0.37,0.3755019101486358
569,accuracy_80pct,92.5,0.83,0.8044113072628328
569,accuracy_70pct,90.5,0.76,0.7667999357184547
569,accuracy_60pct,86.0,0.66,0.6567265717332059
569,correlation_70pct,81.0,0.39,0.6718031744614839
569,correlation_60pct,82.25,0.46,0.6381998672315676
570,accuracy_80pct,95.75,0.89,0.8687571289226509
570,accuracy_70pct,91.25,0.76,0.7675060140647609
570,accuracy_60pct,86.0,0.7,0.569340123376556
570,correlation_70pct,81.75,0.41,0.6665519915213322
570,correlation_60pct,75.75,0.32,0.40748551610754374
571,accuracy_80pct,93.0,0.83,0.7771995378470158
571,accuracy_70pct,90.25,0.78,0.6630183357435411
571,accuracy_60pct,85.25,0.67,0.5135823508138205
571,correlation_70pct,83.0,0.43,0.6518192249473317
571,correlation_60pct,82.75,0.41,0.6794519019510858
572,accuracy_80pct,93.5,0.83,0.8203163477053896
572,accuracy_70pct,90.25,0.77,0.7088483005014294
572,accuracy_60pct,85.75,0.68,0.5338848290332736
572,correlation_70pct,83.75,0.45,0.632996412484289
572,correlation_60pct,77.25,0.35,0.43817195433827255
573,accuracy_80pct,93.25,0.84,0.7790779127636279
573,accuracy_70pct,87.5,0.73,0.5326318826707065
573,accuracy_60pct,88.75,0.7,0.6755190684600453
573,correlation_70pct,78.5,0.33,0.5244867185153305
573,correlation_60pct,85.5,0.5,0.7138880410250616
574,accuracy_80pct,93.25,0.86,0.7649557230233534
574,accuracy_70pct,90.75,0.76,0.7452153108491819
574,accuracy_60pct,86.75,0.69,0.5899160123641031
574,correlation_70pct,84.0,0.49,0.6381535499277807
574,correlation_60pct,76.75,0.35,0.42882899546375763
575,accuracy_80pct,92.0,0.84,0.7401056182319887
575,accuracy_70pct,89.25,0.76,0.6746688218395931
575,accuracy_60pct,86.5,0.66,0.6304010900806599
575,correlation_70pct,79.5,0.42,0.5119912826959385
575,correlation_60pct,79.5,0.39,0.5638365534112266
576,accuracy_80pct,93.0,0.85,0.7744929913810495
576,accuracy_70pct,89.0,0.78,0.6418609843316445
576,accuracy_60pct,88.25,0.7,0.6929672050265943
576,correlation_70pct,81.0,0.38,0.644375592343851
576,correlation_60pct,79.0,0.36,0.5608547193995151
