simulation,grader_type,linear_score,accuracy,spearman
856,accuracy_60pct,83.0,0.63,0.4948068060246832
856,correlation_70pct,84.0,0.45,0.7066733566415201
856,correlation_60pct,76.25,0.34,0.4348910146563359
857,accuracy_80pct,94.25,0.87,0.8100890287125389
857,accuracy_70pct,89.75,0.76,0.6943508140974296
857,accuracy_60pct,87.5,0.7,0.6329668057989407
857,correlation_70pct,86.0,0.52,0.718697545637095
857,correlation_60pct,77.75,0.31,0.5253546843011903
858,accuracy_80pct,94.0,0.85,0.7957344961468572
858,accuracy_70pct,91.25,0.76,0.7367839870077736
858,accuracy_60pct,85.75,0.69,0.5235853657098825
858,correlation_70pct,80.25,0.35,0.6041558192015395
858,correlation_60pct,79.5,0.36,0.5471769584611185
859,accuracy_80pct,94.5,0.84,0.8335625032537334
859,accuracy_70pct,90.5,0.77,0.6695244513669265
859,accuracy_60pct,87.75,0.7,0.6266558666815477
859,correlation_70pct,83.25,0.47,0.6329677447847326
859,correlation_60pct,81.0,0.32,0.5697646284822965
860,accuracy_80pct,93.75,0.86,0.823874115612316
860,accuracy_70pct,90.25,0.78,0.7116415983218097
860,accuracy_60pct,84.75,0.68,0.49436515262012276
860,correlation_70pct,81.75,0.36,0.6812650885760727
860,correlation_60pct,76.0,0.25,0.5152822459921398
861,accuracy_80pct,94.25,0.87,0.7891853589379252
861,accuracy_70pct,89.5,0.74,0.6622309985349948
861,accuracy_60pct,89.75,0.75,0.6687959607148407
861,correlation_70pct,84.5,0.46,0.6969592073147493
861,correlation_60pct,76.5,0.33,0.35370189411796465
862,accuracy_80pct,93.0,0.85,0.732090413869263
862,accuracy_70pct,90.0,0.8,0.5742777393662224
862,accuracy_60pct,86.5,0.69,0.5529118942001239
862,correlation_70pct,83.25,0.4,0.604355395082723
862,correlation_60pct,80.5,0.35,0.6149602781868451
863,accuracy_80pct,92.75,0.81,0.8147168567762402
863,accuracy_70pct,91.75,0.79,0.778383658415741
863,accuracy_60pct,87.75,0.68,0.6603899237636363
863,correlation_70pct,83.75,0.47,0.6927323338063865
863,correlation_60pct,76.75,0.31,0.42670139554497566
864,accuracy_80pct,94.25,0.85,0.8254962024586113
864,accuracy_70pct,91.0,0.8,0.717902908637032
864,accuracy_60pct,86.75,0.73,0.5429920216308054
864,correlation_70pct,85.0,0.49,0.6921380380375761
864,correlation_60pct,78.25,0.26,0.5580415669705027
865,accuracy_80pct,92.75,0.83,0.8125160413515318
865,accuracy_70pct,90.75,0.78,0.7221754753514211
865,accuracy_60pct,85.25,0.65,0.5374812474318651
865,correlation_70pct,82.0,0.39,0.6113398580700592
865,correlation_60pct,77.0,0.34,0.43717091301908595
866,accuracy_80pct,93.5,0.85,0.7675505878861811
866,accuracy_70pct,88.0,0.74,0.6304117861689024
866,accuracy_60pct,87.75,0.69,0.6625239813272353
866,correlation_70pct,84.5,0.47,0.7078045112235899
866,correlation_60pct,76.5,0.38,0.30545064662336785
867,accuracy_80pct,95.0,0.86,0.8862079105796191
867,accuracy_70pct,90.25,0.79,0.6742511117572055
867,accuracy_60pct,86.25,0.73,0.5413685396897037
867,correlation_70pct,83.5,0.47,0.6734428889908233
867,correlation_60pct,77.0,0.27,0.4997877634227041
868,accuracy_80pct,95.0,0.86,0.8728892622445316
868,accuracy_70pct,91.5,0.79,0.7691221441406711
868,accuracy_60pct,86.0,0.71,0.5006718945973055
868,correlation_70pct,82.25,0.41,0.6350892043070712
868,correlation_60pct,77.0,0.29,0.47324207414293773
869,accuracy_80pct,93.25,0.83,0.80043507624736
869,accuracy_70pct,90.5,0.73,0.7388895686352688
869,accuracy_60pct,86.75,0.68,0.5992061485352148
869,correlation_70pct,80.5,0.37,0.5866281887457662
869,correlation_60pct,76.75,0.27,0.49803793252567324
870,accuracy_80pct,94.0,0.85,0.8530958595993734
870,accuracy_70pct,88.25,0.74,0.6715896355597049
870,accuracy_60pct,88.75,0.73,0.6638519193252754
870,correlation_70pct,84.0,0.47,0.6811650756173202
870,correlation_60pct,78.75,0.32,0.5663968543865898
871,accuracy_80pct,95.0,0.86,0.872056912812807
871,accuracy_70pct,91.0,0.77,0.7186867315433496
871,accuracy_60pct,89.75,0.73,0.6590724181859008
871,correlation_70pct,83.25,0.48,0.6155419665111852
871,correlation_60pct,76.75,0.31,0.43009585996494454
872,accuracy_80pct,94.75,0.88,0.8205241777342547
872,accuracy_70pct,90.75,0.78,0.7232940397079717
872,accuracy_60pct,86.75,0.7,0.5480728210143048
872,correlation_70pct,84.0,0.45,0.6948699029266324
872,correlation_60pct,81.5,0.4,0.6348914270162171
873,accuracy_80pct,93.75,0.85,0.8248521553555791
873,accuracy_70pct,91.0,0.78,0.7328606024226584
873,accuracy_60pct,86.5,0.68,0.603479312698763
873,correlation_70pct,80.0,0.36,0.5818440481780198
873,correlation_60pct,79.75,0.37,0.5883468665899437
874,accuracy_80pct,94.5,0.89,0.7935159104967202
874,accuracy_70pct,90.25,0.79,0.6617359317905708
874,accuracy_60pct,88.75,0.73,0.6477959603976652
874,correlation_70pct,86.0,0.47,0.7320414878428965
874,correlation_60pct,81.75,0.41,0.5734399438860909
875,accuracy_80pct,94.25,0.87,0.78708069235431
875,accuracy_70pct,90.0,0.77,0.68406365096167
875,accuracy_60pct,89.0,0.74,0.6152038004851937
875,correlation_70pct,84.75,0.5,0.6575601849062245
875,correlation_60pct,78.25,0.34,0.5121633988387314
876,accuracy_80pct,94.0,0.87,0.813758469863889
876,accuracy_70pct,90.75,0.79,0.7173831871052144
876,accuracy_60pct,88.0,0.69,0.6533660445588906
876,correlation_70pct,82.25,0.41,0.6339835498015443
876,correlation_60pct,81.0,0.4,0.5579128868713716
877,accuracy_80pct,95.5,0.87,0.9110027462534651
877,accuracy_70pct,90.25,0.77,0.7131146725137177
877,accuracy_60pct,88.25,0.72,0.6085743120415866
877,correlation_70pct,84.75,0.48,0.7027954843836117
877,correlation_60pct,79.0,0.39,0.5261877017094361
878,accuracy_80pct,94.5,0.86,0.8567546628937103
878,accuracy_70pct,89.25,0.73,0.6755128905452045
878,accuracy_60pct,90.25,0.72,0.7166710210399405
878,correlation_70pct,81.75,0.42,0.6450267100194519
878,correlation_60pct,80.75,0.39,0.6374483662874282
879,accuracy_80pct,94.25,0.84,0.8516339972887894
879,accuracy_70pct,90.75,0.76,0.7281446266934826
879,accuracy_60pct,87.5,0.7,0.6370865223925206
879,correlation_70pct,83.5,0.47,0.6132104907084671
879,correlation_60pct,81.5,0.44,0.5712758461248553
880,accuracy_80pct,95.25,0.87,0.8729393069183173
880,accuracy_70pct,88.5,0.75,0.6676051650227893
880,accuracy_60pct,86.75,0.7,0.6228885724615281
880,correlation_70pct,81.75,0.36,0.6617089932061461
880,correlation_60pct,83.0,0.46,0.6504735616128093
881,accuracy_80pct,94.0,0.83,0.8595336498456331
881,accuracy_70pct,90.0,0.78,0.6904619065276018
881,accuracy_60pct,87.25,0.71,0.6073365831225985
881,correlation_70pct,81.25,0.41,0.6029536709575517
881,correlation_60pct,79.75,0.37,0.565474914010286
882,accuracy_80pct,92.0,0.85,0.735384552691775
882,accuracy_70pct,91.0,0.76,0.7703576400228809
882,accuracy_60pct,86.75,0.7,0.5320219377020294
882,correlation_70pct,81.75,0.42,0.6238910855015426
882,correlation_60pct,80.0,0.36,0.5502787823572645
883,accuracy_80pct,93.75,0.84,0.830380763245361
883,accuracy_70pct,90.5,0.8,0.6900398631790667
883,accuracy_60pct,85.75,0.68,0.5472991312615604
883,correlation_70pct,80.25,0.33,0.6350203757923231
883,correlation_60pct,78.75,0.34,0.5235573172465281
884,accuracy_80pct,92.25,0.85,0.7498572151455828
884,accuracy_70pct,90.75,0.76,0.7614916074407562
884,accuracy_60pct,87.25,0.69,0.6095783176865595
884,correlation_70pct,83.25,0.45,0.645614087805819
884,correlation_60pct,78.0,0.3,0.5510903951085558
885,accuracy_80pct,90.0,0.81,0.6719461681775735
885,accuracy_70pct,88.5,0.77,0.6266876687408048
885,accuracy_60pct,83.0,0.66,0.5052033503871377
885,correlation_70pct,81.5,0.43,0.6267757683295561
885,correlation_60pct,77.0,0.28,0.5531838475024001
886,accuracy_80pct,93.25,0.83,0.7895971487667844
886,accuracy_70pct,90.25,0.77,0.6919782101517964
886,accuracy_60pct,85.25,0.68,0.49950918772374736
886,correlation_70pct,82.75,0.45,0.6056614536545286
886,correlation_60pct,79.75,0.36,0.5071541391242042
887,accuracy_80pct,92.75,0.84,0.7841202027667153
887,accuracy_70pct,89.75,0.74,0.7233721541011534
887,accuracy_60pct,85.75,0.64,0.6085595316653662
887,correlation_70pct,80.0,0.32,0.672479957496356
887,correlation_60pct,81.0,0.41,0.6002711562541959
888,accuracy_80pct,93.0,0.85,0.793610541884665
888,accuracy_70pct,90.25,0.78,0.6977155629294571
888,accuracy_60pct,85.75,0.66,0.6204478642902012
888,correlation_70pct,81.75,0.37,0.6777071969871109
888,correlation_60pct,78.0,0.41,0.4854031087111318
889,accuracy_80pct,93.25,0.85,0.8081988608942763
889,accuracy_70pct,86.5,0.73,0.5942137680402225
889,accuracy_60pct,86.5,0.66,0.652459627898385
889,correlation_70pct,82.25,0.45,0.6524951378037442
889,correlation_60pct,78.0,0.32,0.5219602386430898
890,accuracy_80pct,96.0,0.88,0.9169599979218533
890,accuracy_70pct,91.0,0.76,0.7564584060321154
890,accuracy_60pct,88.25,0.72,0.6844347229707574
890,correlation_70pct,82.0,0.43,0.593584423957259
890,correlation_60pct,80.25,0.4,0.5747147467456156
891,accuracy_80pct,95.5,0.88,0.8826527138254543
891,accuracy_70pct,88.5,0.75,0.6384706378143726
891,accuracy_60pct,86.5,0.71,0.6043026640706655
891,correlation_70pct,79.0,0.33,0.5736237533697234
891,correlation_60pct,80.5,0.39,0.6135336686212054
892,accuracy_80pct,92.5,0.81,0.7496992670714493
892,accuracy_70pct,89.0,0.76,0.6179046279841425
892,accuracy_60pct,87.0,0.69,0.6438474707863056
892,correlation_70pct,81.5,0.4,0.5900767503190765
892,correlation_60pct,80.5,0.44,0.5533745835045646
893,accuracy_80pct,93.75,0.86,0.8118481597578613
893,accuracy_70pct,90.0,0.79,0.6637334214420323
893,accuracy_60pct,86.75,0.68,0.6105088398848267
893,correlation_70pct,81.5,0.36,0.6062950406272208
893,correlation_60pct,77.25,0.35,0.49892305230246975
894,accuracy_80pct,92.5,0.85,0.7549451544175217
894,accuracy_70pct,92.5,0.82,0.7359291456800033
894,accuracy_60pct,88.0,0.73,0.5702444599972092
894,correlation_70pct,83.25,0.46,0.6127952970545413
894,correlation_60pct,80.25,0.39,0.5594440227530173
895,accuracy_80pct,93.25,0.82,0.8382002681068149
895,accuracy_70pct,89.0,0.72,0.703048537292742
895,accuracy_60pct,89.0,0.72,0.7178070263489564
895,correlation_70pct,78.0,0.33,0.5558339301892057
895,correlation_60pct,76.0,0.34,0.4133988195404482
896,accuracy_80pct,94.25,0.85,0.8652262578019952
896,accuracy_70pct,91.25,0.77,0.7887874878643336
896,accuracy_60pct,88.5,0.71,0.7281512485046607
896,correlation_70pct,83.5,0.44,0.6730054909956414
896,correlation_60pct,77.5,0.34,0.5929384223157037
897,accuracy_80pct,93.25,0.83,0.8038905794155758
897,accuracy_70pct,88.0,0.75,0.6090899344048278
897,accuracy_60pct,86.75,0.68,0.5996238872421931
897,correlation_70pct,85.25,0.5,0.7456687435216397
897,correlation_60pct,80.75,0.42,0.5862717695048535
898,accuracy_80pct,93.5,0.84,0.8259220779715967
898,accuracy_70pct,89.25,0.74,0.6747625170420934
898,accuracy_60pct,87.75,0.68,0.6562924263586845
898,correlation_70pct,82.25,0.42,0.6147819393390971
898,correlation_60pct,78.75,0.34,0.5309228480304862
899,accuracy_80pct,95.0,0.87,0.8719018401499525
899,accuracy_70pct,87.0,0.72,0.6110164495383453
899,accuracy_60pct,89.0,0.73,0.6891401817041728
899,correlation_70pct,84.0,0.49,0.6769397418414823
899,correlation_60pct,76.25,0.31,0.4552962829112671
900,accuracy_80pct,93.5,0.86,0.8022874880170371
900,accuracy_70pct,91.75,0.81,0.7483054365560557
900,accuracy_60pct,85.0,0.64,0.5429921848716763
900,correlation_70pct,81.5,0.39,0.6055345859053181
900,correlation_60pct,76.25,0.3,0.48761831627598895
901,accuracy_80pct,95.25,0.87,0.861440191150831
901,accuracy_70pct,91.25,0.78,0.7009452492028833
901,accuracy_60pct,88.0,0.68,0.6714636098449318
901,correlation_70pct,82.75,0.43,0.6965747258047822
901,correlation_60pct,80.25,0.38,0.5883171197360619
902,accuracy_80pct,91.5,0.83,0.7085920687517124
902,accuracy_70pct,89.75,0.75,0.7186714642334608
902,accuracy_60pct,86.25,0.68,0.6140352901339969
902,correlation_70pct,83.25,0.47,0.6265079176921654
902,correlation_60pct,80.0,0.36,0.6348166570834437
903,accuracy_80pct,92.75,0.83,0.7512614836221531
903,accuracy_70pct,91.75,0.77,0.7666897274359946
903,accuracy_60pct,85.0,0.66,0.5727221347898773
903,correlation_70pct,83.5,0.43,0.650843180505193
903,correlation_60pct,79.25,0.35,0.5715771838822656
904,accuracy_80pct,94.75,0.88,0.8194784182775816
904,accuracy_70pct,88.75,0.76,0.594686591238692
904,accuracy_60pct,90.25,0.73,0.7312100744790553
904,correlation_70pct,83.5,0.45,0.6999952903303905
904,correlation_60pct,78.5,0.35,0.5200232979899944
905,accuracy_80pct,95.25,0.87,0.8903737839254758
905,accuracy_70pct,90.5,0.79,0.7077061543932527
905,accuracy_60pct,84.75,0.67,0.5767651653036814
905,correlation_70pct,82.5,0.44,0.6786441422743651
905,correlation_60pct,78.75,0.38,0.5046583428308907
906,accuracy_80pct,92.25,0.86,0.7825411043033245
906,accuracy_70pct,88.5,0.73,0.6697505243986918
906,accuracy_60pct,87.25,0.7,0.6709281981184927
906,correlation_70pct,85.0,0.53,0.7183554774299666
906,correlation_60pct,77.0,0.3,0.5229482755204126
907,accuracy_80pct,95.0,0.86,0.8554433110340602
907,accuracy_70pct,88.75,0.75,0.5965691487473957
907,accuracy_60pct,87.25,0.7,0.59512962438711
907,correlation_70pct,82.0,0.37,0.593413262026176
907,correlation_60pct,80.25,0.37,0.5566638678854877
908,accuracy_80pct,91.0,0.84,0.7209086917545854
908,accuracy_70pct,92.0,0.79,0.775268549058885
908,accuracy_60pct,87.0,0.72,0.6262149205191355
908,correlation_70pct,80.75,0.4,0.5435033926763079
908,correlation_60pct,77.25,0.33,0.48195956150099006
909,accuracy_80pct,93.0,0.85,0.7873181123614807
909,accuracy_70pct,90.25,0.75,0.7523431064595971
909,accuracy_60pct,84.0,0.68,0.5160890385895107
909,correlation_70pct,80.5,0.4,0.6147279428685147
909,correlation_60pct,79.5,0.36,0.5901767504245661
910,accuracy_80pct,95.25,0.88,0.8526515464932227
910,accuracy_70pct,88.75,0.78,0.6402440184519168
910,accuracy_60pct,89.0,0.76,0.6441409738998579
910,correlation_70pct,82.0,0.47,0.6081561402480201
910,correlation_60pct,79.25,0.37,0.545221760019339
911,accuracy_80pct,93.25,0.86,0.7487531577834353
911,accuracy_70pct,93.25,0.83,0.7789893571991282
911,accuracy_60pct,88.5,0.7,0.5368820523002589
911,correlation_70pct,84.75,0.47,0.6386282600675163
911,correlation_60pct,81.75,0.44,0.5100644960899658
912,accuracy_80pct,92.5,0.84,0.7529731073119229
912,accuracy_70pct,89.75,0.76,0.6509444122744931
912,accuracy_60pct,88.0,0.71,0.5628859981944327
912,correlation_70pct,83.0,0.45,0.6408744322593724
912,correlation_60pct,78.25,0.33,0.539266989279552
913,accuracy_80pct,93.25,0.84,0.7733057186956832
913,accuracy_70pct,90.75,0.78,0.7130268963758516
913,accuracy_60pct,86.25,0.65,0.600542076753961
913,correlation_70pct,83.25,0.42,0.666352169803498
913,correlation_60pct,79.75,0.4,0.5418849407433282
914,accuracy_80pct,94.75,0.88,0.8208327426139158
914,accuracy_70pct,93.75,0.81,0.8202288158437994
914,accuracy_60pct,85.75,0.71,0.48916809742417716
914,correlation_70pct,82.0,0.42,0.5789592205172097
914,correlation_60pct,77.0,0.32,0.4565999742954932
915,accuracy_80pct,94.25,0.83,0.8440769785839041
915,accuracy_70pct,91.0,0.74,0.7728664249101936
915,accuracy_60pct,86.0,0.68,0.5398322001881208
915,correlation_70pct,82.25,0.42,0.6267834598071077
915,correlation_60pct,80.5,0.37,0.5474575844348631
916,accuracy_80pct,93.25,0.84,0.8057549889912329
916,accuracy_70pct,92.0,0.8,0.7136873006017702
916,accuracy_60pct,87.0,0.7,0.5319086430070338
916,correlation_70pct,81.5,0.4,0.5828177094811692
916,correlation_60pct,80.25,0.39,0.4804971625314607
917,accuracy_80pct,93.5,0.82,0.7994948702090144
917,accuracy_70pct,91.5,0.77,0.7526600031006484
917,accuracy_60pct,90.0,0.74,0.7302667581283501
917,correlation_70pct,82.0,0.39,0.6404375300114636
917,correlation_60pct,78.75,0.42,0.4116971843371308
918,accuracy_80pct,93.25,0.85,0.8052261108406562
918,accuracy_70pct,91.75,0.82,0.7549759248989764
918,accuracy_60pct,88.25,0.74,0.6437292836809398
918,correlation_70pct,81.5,0.4,0.6914889202949106
918,correlation_60pct,80.75,0.44,0.6056814762658149
919,accuracy_80pct,94.25,0.85,0.8222911138021037
919,accuracy_70pct,90.75,0.76,0.7366680365253897
919,accuracy_60pct,85.5,0.71,0.4508773692231317
919,correlation_70pct,82.5,0.45,0.6049006316475345
919,correlation_60pct,80.5,0.43,0.48894678169839273
920,accuracy_80pct,93.25,0.84,0.8228261490946747
920,accuracy_70pct,87.0,0.73,0.6037880953369221
920,accuracy_60pct,85.5,0.69,0.5776417931877201
920,correlation_70pct,83.25,0.44,0.7031413559220474
920,correlation_60pct,77.25,0.34,0.5098152437671218
921,accuracy_80pct,94.0,0.84,0.8245695232475002
921,accuracy_70pct,88.75,0.76,0.5930707419120179
921,accuracy_60pct,87.0,0.65,0.6131275219777413
921,correlation_70pct,80.5,0.41,0.5588122193966092
921,correlation_60pct,79.0,0.36,0.5765780302345094
922,accuracy_80pct,93.0,0.85,0.787720060544194
922,accuracy_70pct,88.25,0.76,0.6695503754575043
922,accuracy_60pct,85.5,0.69,0.6367994078872367
922,correlation_70pct,80.75,0.43,0.631255052115589
922,correlation_60pct,78.75,0.36,0.5855720331135434
923,accuracy_80pct,91.5,0.83,0.7173309772825812
923,accuracy_70pct,88.75,0.79,0.6137289042149048
923,accuracy_60pct,86.25,0.66,0.6230177058508074
923,correlation_70pct,83.75,0.48,0.6677419689958319
923,correlation_60pct,79.75,0.38,0.5259306093563935
924,accuracy_80pct,93.0,0.85,0.7411119499724431
924,accuracy_70pct,89.25,0.76,0.6327960322960358
924,accuracy_60pct,86.75,0.67,0.5711066877125371
924,correlation_70pct,80.25,0.43,0.5220653158291023
924,correlation_60pct,82.0,0.39,0.6228868992142161
925,accuracy_80pct,92.25,0.82,0.7742364984854642
925,accuracy_70pct,94.0,0.83,0.8406855177976256
925,accuracy_60pct,86.25,0.66,0.6260940230772591
925,correlation_70pct,83.25,0.44,0.6396738863764047
925,correlation_60pct,81.0,0.44,0.5923894724077313
926,accuracy_80pct,93.5,0.84,0.7691653541600929
926,accuracy_70pct,90.0,0.76,0.6675143902287239
926,accuracy_60pct,84.25,0.68,0.5095894066126276
926,correlation_70pct,83.5,0.47,0.6553634035409848
926,correlation_60pct,80.0,0.4,0.5312224993420039
927,accuracy_80pct,93.75,0.85,0.8189620789610957
927,accuracy_70pct,88.5,0.76,0.5775007199696975
927,accuracy_60pct,85.25,0.64,0.5224421535901524
927,correlation_70pct,84.5,0.45,0.6671145661115996
927,correlation_60pct,79.0,0.36,0.5197079672149455
928,accuracy_80pct,96.0,0.91,0.8979719564945384
928,accuracy_70pct,90.0,0.76,0.7171390025005553
928,accuracy_60pct,85.25,0.67,0.4815916558754888
928,correlation_70pct,82.25,0.46,0.5850692898857143
928,correlation_60pct,77.5,0.35,0.4961426878285272
929,accuracy_80pct,95.5,0.88,0.8401906832985354
929,accuracy_70pct,90.25,0.76,0.6562404916845763
929,accuracy_60pct,89.0,0.69,0.6554299912615988
929,correlation_70pct,83.75,0.44,0.6189992772156173
929,correlation_60pct,82.0,0.44,0.4944400155547526
930,accuracy_80pct,92.5,0.84,0.7991502276328111
930,accuracy_70pct,89.25,0.72,0.7508223623119699
930,accuracy_60pct,83.75,0.68,0.48694115456533676
930,correlation_70pct,76.25,0.28,0.5177455406365515
930,correlation_60pct,77.75,0.28,0.5812745687609115
931,accuracy_80pct,94.75,0.86,0.8363649873404836
931,accuracy_70pct,91.25,0.79,0.7240568949353791
931,accuracy_60pct,86.0,0.7,0.525098863833617
931,correlation_70pct,81.75,0.45,0.6322347815564135
931,correlation_60pct,76.75,0.34,0.4266008232355767
932,accuracy_80pct,93.0,0.83,0.7934098789457966
932,accuracy_70pct,90.25,0.76,0.7164371779977767
932,accuracy_60pct,86.0,0.71,0.505713425470757
932,correlation_70pct,81.0,0.35,0.6042953406635361
932,correlation_60pct,80.25,0.37,0.5986501548633185
933,accuracy_80pct,95.25,0.85,0.8800168177153146
933,accuracy_70pct,90.75,0.77,0.7364516497963066
933,accuracy_60pct,85.0,0.7,0.4523686261895807
933,correlation_70pct,78.5,0.34,0.4860132084636388
933,correlation_60pct,76.25,0.3,0.45264850408450746
934,accuracy_80pct,89.25,0.82,0.5536347813555275
934,accuracy_70pct,91.25,0.81,0.6257874312490234
934,accuracy_60pct,86.0,0.66,0.5510744234587888
934,correlation_70pct,83.75,0.47,0.5875027185461713
934,correlation_60pct,78.25,0.35,0.5145813735828948
935,accuracy_80pct,93.5,0.83,0.8368777617841737
935,accuracy_70pct,89.0,0.77,0.6399531430914935
935,accuracy_60pct,87.5,0.7,0.6128237890476916
935,correlation_70pct,84.25,0.5,0.6542151895077047
935,correlation_60pct,78.75,0.31,0.46745818060558475
936,accuracy_80pct,93.0,0.86,0.7266671248451767
936,accuracy_70pct,88.75,0.76,0.5885171005134447
936,accuracy_60pct,89.25,0.73,0.6428692444181248
